Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU7114,27.91,39,69,9960.4,Unknown,68,18,100,6,Carrier C,6.99,Supplier 1,Bangalore,10,528,23,30.4,Pass,0.9,Rail,Route C,688.55
cosmetics,SKU7115,4.28,18,809,8011.13,Unknown,42,28,86,9,Carrier C,8.3,Supplier 1,Delhi,16,880,2,27.29,Pending,3.4,Sea,Route A,976.48
cosmetics,SKU7116,11.78,19,149,1234.59,Male,4,23,65,8,Carrier A,5.12,Supplier 3,Bangalore,15,183,29,1.46,Pass,2.31,Sea,Route B,353.64
cosmetics,SKU7117,91.67,64,970,9317.21,Non-binary,17,18,100,3,Carrier B,4.11,Supplier 1,Chennai,9,759,14,74.54,Fail,1.03,Sea,Route C,941.49
cosmetics,SKU7118,55.72,13,698,9074.55,Unknown,46,11,68,8,Carrier B,8.46,Supplier 4,Mumbai,30,909,30,5.49,Pending,1.24,Road,Route B,463.39
haircare,SKU7119,21.59,3,346,8289.14,Female,43,26,51,6,Carrier C,1.26,Supplier 1,Bangalore,6,605,28,25.63,Pass,3.81,Rail,Route A,351.17
haircare,SKU7120,12.71,29,157,7253.91,Non-binary,32,11,98,4,Carrier A,2.91,Supplier 2,Delhi,15,400,6,98.78,Pass,1.79,Rail,Route A,609.97
cosmetics,SKU7121,45.89,16,74,7652.77,Female,5,28,2,6,Carrier C,7.78,Supplier 5,Kolkata,30,287,12,58.17,Fail,1.67,Air,Route A,526.81
cosmetics,SKU7122,55.57,23,184,7642.01,Unknown,63,21,44,9,Carrier C,4.6,Supplier 4,Mumbai,29,389,5,15.82,Pending,3.48,Air,Route B,641.84
haircare,SKU7123,91.65,83,513,9163.94,Unknown,35,11,7,1,Carrier A,3.26,Supplier 3,Bangalore,11,919,15,92.74,Fail,0.75,Sea,Route C,499.27
haircare,SKU7124,12.49,87,606,2489.95,Non-binary,87,12,27,6,Carrier A,6.89,Supplier 3,Chennai,20,347,18,38.76,Fail,2.88,Sea,Route B,430.52
cosmetics,SKU7125,88.23,40,996,5224.54,Unknown,31,28,67,6,Carrier C,2.77,Supplier 5,Mumbai,30,821,23,15.46,Fail,1.52,Sea,Route C,588.45
cosmetics,SKU7126,69.92,64,738,2730.02,Female,13,2,38,2,Carrier A,7.98,Supplier 2,Chennai,21,848,16,23.53,Fail,1.83,Road,Route A,610.28
skincare,SKU7127,68.38,79,579,6635.02,Male,69,8,87,7,Carrier A,2.81,Supplier 3,Mumbai,8,670,14,74.32,Fail,2.17,Road,Route A,685.59
skincare,SKU7128,2.37,82,698,5701.03,Non-binary,31,7,42,6,Carrier B,9.62,Supplier 3,Chennai,29,297,15,36.88,Pending,4.5,Road,Route C,819.33
haircare,SKU7129,18.81,57,622,7751.59,Female,88,23,33,5,Carrier C,2.36,Supplier 1,Bangalore,3,637,30,14.11,Fail,1.74,Sea,Route A,259.91
skincare,SKU7130,9.37,86,221,4594.03,Unknown,15,30,71,9,Carrier A,9.04,Supplier 4,Delhi,15,267,24,68.26,Pending,1.61,Road,Route B,520.29
skincare,SKU7131,25.39,87,981,4384.61,Unknown,19,3,89,1,Carrier B,3.05,Supplier 2,Mumbai,11,529,29,72.52,Pending,2.11,Air,Route A,364.93
haircare,SKU7132,68.51,17,70,8008.54,Male,4,2,99,5,Carrier B,6.38,Supplier 2,Delhi,30,942,30,26.96,Pass,4.15,Rail,Route B,316.95
cosmetics,SKU7133,23.16,41,203,4860.75,Male,34,19,87,3,Carrier C,2.22,Supplier 4,Delhi,18,417,8,93.43,Pending,1.18,Road,Route A,613.16
skincare,SKU7134,26.0,66,729,7716.73,Non-binary,52,21,2,9,Carrier A,3.87,Supplier 5,Bangalore,6,829,16,65.38,Pending,1.42,Road,Route B,587.41
skincare,SKU7135,18.41,17,779,2641.15,Unknown,25,7,34,7,Carrier B,9.34,Supplier 5,Delhi,10,575,16,58.71,Pass,1.95,Road,Route A,224.85
haircare,SKU7136,36.41,88,376,3364.42,Unknown,29,8,51,2,Carrier C,7.95,Supplier 4,Mumbai,10,175,8,42.63,Pending,1.68,Rail,Route B,963.41
skincare,SKU7137,22.81,48,712,8858.48,Unknown,9,13,4,8,Carrier A,1.23,Supplier 1,Kolkata,14,463,17,98.22,Fail,3.72,Rail,Route B,771.78
skincare,SKU7138,6.26,77,16,7938.7,Non-binary,16,21,7,8,Carrier A,9.63,Supplier 4,Mumbai,30,982,27,55.27,Pending,3.58,Road,Route C,722.02
haircare,SKU7139,87.98,45,225,7865.25,Non-binary,16,15,90,4,Carrier A,5.85,Supplier 3,Mumbai,11,587,6,36.77,Fail,0.12,Road,Route A,548.93
haircare,SKU7140,4.41,95,72,2609.1,Unknown,57,24,82,8,Carrier B,5.31,Supplier 4,Delhi,20,105,20,20.16,Fail,4.93,Road,Route A,149.45
haircare,SKU7141,63.81,7,786,9390.99,Female,67,24,34,10,Carrier A,8.41,Supplier 5,Chennai,27,867,10,45.58,Pass,1.84,Rail,Route B,432.69
cosmetics,SKU7142,36.5,6,960,9149.89,Male,85,22,45,2,Carrier C,5.28,Supplier 4,Delhi,24,868,14,50.48,Pending,4.07,Road,Route B,424.52
cosmetics,SKU7143,75.85,52,672,6278.56,Unknown,36,28,3,4,Carrier A,8.51,Supplier 4,Mumbai,8,611,16,66.68,Pending,4.68,Air,Route A,278.7
skincare,SKU7144,56.33,7,167,4572.61,Male,18,16,8,2,Carrier B,3.11,Supplier 2,Mumbai,5,278,4,44.72,Fail,4.7,Sea,Route A,281.15
cosmetics,SKU7145,63.35,88,623,7670.35,Male,77,2,85,4,Carrier A,7.75,Supplier 5,Bangalore,26,402,14,79.14,Fail,1.52,Road,Route B,143.48
cosmetics,SKU7146,63.88,16,367,4316.76,Unknown,1,12,53,7,Carrier C,1.27,Supplier 5,Mumbai,2,646,18,50.71,Pass,3.22,Sea,Route A,448.17
haircare,SKU7147,41.95,60,272,5043.53,Female,84,8,10,2,Carrier C,1.24,Supplier 3,Mumbai,23,584,23,23.84,Fail,2.21,Air,Route C,451.08
haircare,SKU7148,40.78,62,324,6564.47,Non-binary,96,20,50,8,Carrier B,5.36,Supplier 4,Mumbai,19,487,16,81.52,Pending,3.17,Sea,Route C,688.43
skincare,SKU7149,98.7,54,158,9907.16,Unknown,92,30,10,7,Carrier C,9.24,Supplier 2,Delhi,13,442,8,47.06,Pass,2.62,Road,Route B,547.26
skincare,SKU7150,68.54,36,921,2954.1,Non-binary,40,2,37,6,Carrier B,3.86,Supplier 5,Mumbai,21,193,12,42.94,Fail,4.7,Air,Route B,865.18
haircare,SKU7151,22.16,99,170,8853.28,Non-binary,80,21,10,10,Carrier B,7.01,Supplier 1,Mumbai,10,452,24,25.72,Pass,1.68,Road,Route C,153.35
haircare,SKU7152,23.27,14,708,4525.87,Female,68,19,1,2,Carrier B,2.61,Supplier 2,Chennai,11,503,9,59.28,Pass,0.28,Sea,Route A,818.45
haircare,SKU7153,46.69,70,252,7595.46,Male,47,4,48,1,Carrier B,7.24,Supplier 2,Kolkata,3,983,26,45.9,Fail,4.03,Sea,Route A,914.61
haircare,SKU7154,30.07,9,478,5753.53,Unknown,41,1,34,3,Carrier A,4.39,Supplier 3,Mumbai,18,905,26,30.96,Fail,1.11,Road,Route C,195.81
haircare,SKU7155,59.22,17,495,8779.31,Male,63,29,53,7,Carrier A,4.79,Supplier 5,Bangalore,15,204,17,16.74,Fail,4.78,Air,Route B,717.17
haircare,SKU7156,74.78,12,865,4108.81,Non-binary,68,24,66,9,Carrier C,1.58,Supplier 2,Mumbai,27,636,10,19.7,Pending,4.19,Air,Route A,949.24
haircare,SKU7157,1.81,55,86,1705.85,Female,38,18,73,10,Carrier A,5.26,Supplier 1,Delhi,5,853,27,54.59,Pass,3.04,Road,Route C,512.75
skincare,SKU7158,42.5,39,756,4022.44,Male,37,16,74,4,Carrier C,3.8,Supplier 5,Mumbai,19,832,8,86.32,Fail,3.12,Air,Route A,763.64
haircare,SKU7159,98.99,57,273,9236.55,Male,83,4,89,4,Carrier C,4.62,Supplier 2,Kolkata,3,241,10,84.65,Pending,2.64,Sea,Route C,869.94
haircare,SKU7160,54.41,83,285,1354.64,Female,31,15,68,1,Carrier B,5.59,Supplier 5,Bangalore,13,309,26,18.54,Pass,0.09,Road,Route C,629.14
cosmetics,SKU7161,85.39,27,267,9574.74,Male,53,7,29,10,Carrier C,2.48,Supplier 3,Delhi,21,745,27,40.28,Fail,2.3,Road,Route A,719.09
cosmetics,SKU7162,3.45,85,570,3169.54,Unknown,37,22,97,8,Carrier B,7.58,Supplier 5,Kolkata,24,689,25,27.02,Fail,0.26,Sea,Route B,355.15
cosmetics,SKU7163,73.56,52,352,9431.28,Female,6,23,48,5,Carrier B,2.12,Supplier 4,Mumbai,8,821,12,34.38,Pending,3.11,Road,Route A,254.54
haircare,SKU7164,40.52,29,974,3253.25,Female,94,22,74,4,Carrier C,5.59,Supplier 5,Delhi,19,561,6,64.96,Pass,3.47,Sea,Route B,707.11
skincare,SKU7165,79.58,11,373,7382.63,Male,13,19,13,4,Carrier A,5.42,Supplier 2,Kolkata,20,829,6,93.2,Pass,0.2,Road,Route B,812.1
skincare,SKU7166,61.01,87,16,2495.6,Female,64,18,48,10,Carrier B,4.72,Supplier 2,Kolkata,24,615,28,19.54,Fail,4.02,Air,Route C,654.67
haircare,SKU7167,52.43,82,171,8253.33,Non-binary,84,26,18,5,Carrier B,2.43,Supplier 1,Chennai,16,940,12,63.04,Pending,4.42,Road,Route C,122.8
skincare,SKU7168,40.98,77,94,4049.87,Unknown,63,11,43,5,Carrier B,4.6,Supplier 2,Delhi,6,501,30,15.46,Pass,1.11,Air,Route A,947.41
haircare,SKU7169,58.12,3,964,3049.37,Female,25,19,59,5,Carrier C,7.12,Supplier 1,Bangalore,21,910,10,69.05,Fail,1.01,Rail,Route C,714.6
skincare,SKU7170,44.71,6,328,8050.59,Non-binary,71,28,11,6,Carrier A,8.73,Supplier 5,Chennai,14,424,11,90.44,Pass,3.67,Rail,Route A,825.01
haircare,SKU7171,63.93,87,974,5903.75,Male,68,4,43,10,Carrier B,7.92,Supplier 5,Chennai,6,763,14,92.74,Pending,2.4,Road,Route B,447.89
skincare,SKU7172,8.59,12,540,9126.54,Female,61,4,28,4,Carrier A,6.33,Supplier 5,Kolkata,3,595,24,5.38,Pass,0.2,Air,Route B,281.47
haircare,SKU7173,43.19,63,756,4181.87,Female,45,13,91,6,Carrier C,3.73,Supplier 5,Chennai,9,518,6,24.82,Fail,1.0,Road,Route B,224.82
cosmetics,SKU7174,80.88,12,400,9662.96,Unknown,18,4,82,9,Carrier A,5.87,Supplier 4,Bangalore,1,737,25,52.04,Pending,0.35,Road,Route C,451.71
haircare,SKU7175,32.22,69,824,8302.43,Female,31,22,69,3,Carrier B,1.24,Supplier 3,Mumbai,28,749,5,29.87,Fail,3.0,Sea,Route C,922.37
skincare,SKU7176,29.25,60,758,7077.0,Non-binary,96,2,2,7,Carrier C,9.86,Supplier 1,Bangalore,14,976,17,48.82,Fail,2.88,Sea,Route A,509.52
haircare,SKU7177,93.07,59,454,9661.65,Female,35,28,97,5,Carrier C,4.4,Supplier 5,Chennai,22,203,11,91.79,Fail,4.09,Rail,Route C,544.47
skincare,SKU7178,59.86,83,115,6482.84,Unknown,54,19,7,8,Carrier C,9.75,Supplier 2,Mumbai,6,826,14,86.92,Pass,2.34,Rail,Route C,689.67
haircare,SKU7179,18.89,85,214,2865.48,Male,16,5,78,5,Carrier B,7.55,Supplier 2,Bangalore,8,824,21,82.73,Fail,1.81,Sea,Route B,743.75
skincare,SKU7180,11.46,56,756,7735.24,Non-binary,65,14,23,6,Carrier B,3.3,Supplier 3,Delhi,22,409,28,64.51,Fail,4.59,Sea,Route C,865.98
cosmetics,SKU7181,99.47,2,860,4842.2,Male,76,22,82,6,Carrier C,5.5,Supplier 2,Mumbai,12,458,18,25.88,Fail,4.78,Sea,Route A,145.24
cosmetics,SKU7182,50.58,5,130,8477.31,Unknown,34,14,20,4,Carrier B,6.29,Supplier 1,Chennai,20,834,23,51.03,Pending,4.15,Road,Route C,624.53
skincare,SKU7183,8.05,99,110,8596.04,Unknown,24,9,39,1,Carrier A,6.95,Supplier 1,Kolkata,9,673,28,12.65,Fail,1.24,Rail,Route B,847.69
haircare,SKU7184,17.46,82,804,5179.69,Non-binary,94,9,17,10,Carrier C,2.97,Supplier 3,Mumbai,7,423,19,27.23,Pending,0.01,Air,Route A,465.26
haircare,SKU7185,78.99,27,765,8722.67,Female,65,29,42,9,Carrier B,5.94,Supplier 5,Bangalore,13,727,21,62.59,Pending,0.64,Air,Route C,809.67
skincare,SKU7186,86.61,32,293,1817.37,Male,19,24,12,4,Carrier C,5.97,Supplier 4,Chennai,8,158,16,49.38,Fail,0.38,Road,Route A,303.48
cosmetics,SKU7187,68.46,97,451,5007.75,Unknown,84,13,20,7,Carrier B,9.14,Supplier 1,Mumbai,15,796,9,59.4,Fail,4.69,Sea,Route B,293.0
cosmetics,SKU7188,22.28,89,348,7701.99,Female,78,27,54,1,Carrier A,9.91,Supplier 4,Mumbai,10,493,15,33.39,Fail,1.7,Rail,Route A,964.44
haircare,SKU7189,46.3,77,826,4315.18,Unknown,50,4,23,4,Carrier C,4.29,Supplier 3,Mumbai,8,730,4,26.9,Pending,4.29,Sea,Route A,527.87
haircare,SKU7190,11.18,50,269,3866.5,Female,48,11,97,1,Carrier A,9.4,Supplier 3,Chennai,9,789,10,50.91,Pending,4.73,Sea,Route C,338.47
haircare,SKU7191,1.08,43,348,7772.8,Female,15,28,24,8,Carrier B,8.38,Supplier 1,Chennai,10,446,6,99.39,Fail,2.8,Rail,Route B,445.66
cosmetics,SKU7192,98.32,81,284,6469.4,Unknown,30,3,47,10,Carrier C,6.24,Supplier 1,Delhi,4,416,29,57.21,Fail,1.34,Sea,Route B,118.6
cosmetics,SKU7193,33.36,63,722,8010.54,Non-binary,97,12,95,10,Carrier B,7.4,Supplier 3,Kolkata,9,989,19,61.82,Pending,1.3,Road,Route B,143.82
skincare,SKU7194,83.5,73,975,4145.09,Unknown,88,19,15,3,Carrier C,4.48,Supplier 2,Mumbai,16,833,2,91.66,Pass,4.92,Air,Route A,640.3
haircare,SKU7195,75.42,29,981,2061.49,Female,74,16,30,7,Carrier B,4.84,Supplier 3,Bangalore,8,256,28,14.02,Pending,4.82,Sea,Route B,294.35
haircare,SKU7196,75.33,33,926,1944.64,Non-binary,40,9,56,3,Carrier B,4.49,Supplier 2,Delhi,16,491,11,45.88,Pass,1.56,Rail,Route C,215.3
cosmetics,SKU7197,93.86,62,997,7176.06,Unknown,2,21,37,5,Carrier B,1.95,Supplier 2,Chennai,4,593,23,7.81,Pending,4.91,Rail,Route C,133.68
skincare,SKU7198,83.68,70,737,1725.11,Female,6,7,12,10,Carrier B,2.98,Supplier 4,Chennai,16,724,19,18.48,Pass,1.94,Rail,Route A,529.98
haircare,SKU7199,43.38,90,988,1834.09,Non-binary,64,17,70,8,Carrier A,3.43,Supplier 2,Kolkata,13,709,1,67.71,Fail,4.05,Rail,Route A,575.01
cosmetics,SKU7200,89.89,8,918,9672.92,Female,39,30,66,7,Carrier C,3.22,Supplier 4,Bangalore,27,947,7,25.16,Fail,3.76,Sea,Route C,411.26
haircare,SKU7201,96.65,43,232,5901.6,Female,83,23,88,10,Carrier C,5.36,Supplier 5,Bangalore,19,983,14,12.64,Fail,1.97,Air,Route A,111.72
cosmetics,SKU7202,91.69,46,34,1804.24,Female,81,20,16,5,Carrier C,1.45,Supplier 1,Bangalore,4,410,13,32.3,Pass,3.84,Sea,Route A,202.54
skincare,SKU7203,33.94,35,657,5040.62,Female,18,15,1,7,Carrier A,9.9,Supplier 4,Mumbai,27,899,3,28.23,Pass,1.47,Air,Route A,593.6
cosmetics,SKU7204,1.92,27,796,4322.32,Unknown,44,1,67,4,Carrier B,2.53,Supplier 3,Mumbai,8,292,1,26.48,Pass,2.55,Rail,Route A,548.48
cosmetics,SKU7205,65.1,34,657,1160.9,Male,84,2,30,6,Carrier B,3.7,Supplier 2,Delhi,22,863,3,19.88,Pending,3.16,Rail,Route A,424.47
skincare,SKU7206,23.39,23,359,8942.2,Non-binary,5,29,26,2,Carrier C,5.79,Supplier 4,Mumbai,11,593,6,31.93,Fail,3.0,Rail,Route A,863.34
skincare,SKU7207,54.41,54,415,4940.6,Unknown,0,6,3,7,Carrier A,3.98,Supplier 2,Delhi,5,445,10,77.84,Fail,4.76,Road,Route A,586.72
cosmetics,SKU7208,66.31,85,192,9663.92,Non-binary,46,8,65,8,Carrier B,9.95,Supplier 4,Kolkata,28,109,7,8.35,Fail,4.6,Road,Route C,840.52
haircare,SKU7209,37.09,3,691,2483.97,Male,76,8,86,9,Carrier C,6.2,Supplier 1,Chennai,26,554,21,94.88,Pending,3.95,Sea,Route B,685.2
haircare,SKU7210,7.03,57,602,9186.65,Male,7,18,45,1,Carrier A,3.22,Supplier 3,Delhi,30,755,6,65.21,Pending,1.57,Road,Route B,188.34
skincare,SKU7211,7.31,15,487,7903.1,Non-binary,35,7,20,6,Carrier A,1.62,Supplier 5,Kolkata,27,387,24,57.57,Pending,3.72,Sea,Route A,194.87
cosmetics,SKU7212,39.71,34,286,3936.4,Unknown,59,15,85,9,Carrier C,5.72,Supplier 4,Mumbai,14,820,30,86.94,Fail,2.6,Sea,Route B,728.83
skincare,SKU7213,11.76,24,697,8071.83,Unknown,57,3,23,1,Carrier A,2.31,Supplier 3,Delhi,11,659,19,58.47,Fail,1.57,Rail,Route C,980.98
skincare,SKU7214,14.49,72,158,5294.73,Non-binary,57,18,79,9,Carrier B,4.52,Supplier 3,Kolkata,21,509,3,84.32,Pass,3.42,Sea,Route B,575.1
cosmetics,SKU7215,7.96,23,756,7972.07,Non-binary,55,10,34,9,Carrier B,3.08,Supplier 4,Kolkata,5,675,30,76.4,Fail,0.86,Air,Route A,173.43
cosmetics,SKU7216,47.55,11,115,7632.91,Unknown,21,14,30,1,Carrier C,5.96,Supplier 2,Bangalore,5,929,16,15.38,Pending,0.05,Sea,Route B,869.77
haircare,SKU7217,20.69,8,219,8393.26,Non-binary,16,5,32,5,Carrier A,5.23,Supplier 5,Kolkata,27,154,29,7.1,Pass,3.86,Road,Route C,725.84
cosmetics,SKU7218,75.66,82,821,6199.93,Female,82,28,31,1,Carrier A,8.87,Supplier 4,Mumbai,17,850,22,50.93,Pending,0.78,Air,Route A,638.1
skincare,SKU7219,82.47,99,761,1045.32,Male,82,24,80,3,Carrier B,7.81,Supplier 4,Kolkata,15,520,5,11.55,Fail,2.93,Rail,Route A,226.3
haircare,SKU7220,62.53,18,166,6419.09,Female,54,21,51,4,Carrier B,9.76,Supplier 1,Delhi,15,514,22,91.03,Pending,0.49,Air,Route C,346.71
haircare,SKU7221,79.76,87,69,9060.62,Female,0,29,47,6,Carrier C,1.5,Supplier 4,Mumbai,21,687,27,37.2,Pass,0.74,Road,Route A,927.82
haircare,SKU7222,83.28,76,338,5908.5,Female,63,14,55,8,Carrier A,3.83,Supplier 1,Delhi,8,890,20,7.07,Fail,1.29,Road,Route C,780.5
haircare,SKU7223,66.1,29,467,7375.29,Male,30,14,99,8,Carrier B,3.32,Supplier 1,Chennai,20,204,15,4.95,Fail,4.67,Air,Route B,327.52
haircare,SKU7224,69.73,77,909,7007.48,Male,45,24,37,6,Carrier C,9.03,Supplier 3,Kolkata,16,922,12,71.16,Pass,4.4,Sea,Route A,180.22
cosmetics,SKU7225,82.09,96,170,5554.5,Non-binary,50,14,5,4,Carrier A,5.8,Supplier 2,Mumbai,7,545,4,8.91,Pass,2.92,Sea,Route B,898.69
cosmetics,SKU7226,13.47,92,688,2536.95,Male,86,19,98,3,Carrier C,4.29,Supplier 3,Delhi,27,712,6,17.32,Fail,3.14,Air,Route C,956.99
haircare,SKU7227,71.8,90,984,3152.34,Non-binary,99,16,37,9,Carrier B,9.49,Supplier 4,Delhi,28,246,10,11.71,Fail,3.63,Sea,Route B,233.81
skincare,SKU7228,66.01,66,90,5357.45,Male,39,8,70,7,Carrier A,8.41,Supplier 2,Mumbai,24,115,8,37.45,Pass,3.98,Road,Route A,595.92
haircare,SKU7229,74.07,46,691,2095.42,Female,42,12,81,4,Carrier C,7.85,Supplier 1,Kolkata,13,760,6,59.46,Pending,0.58,Air,Route B,958.12
skincare,SKU7230,19.82,86,173,7278.12,Female,20,18,57,8,Carrier A,9.54,Supplier 1,Delhi,6,440,5,59.05,Fail,0.14,Road,Route B,740.9
haircare,SKU7231,63.02,42,445,5296.0,Male,47,7,45,3,Carrier B,8.54,Supplier 4,Chennai,4,696,14,3.43,Fail,3.56,Rail,Route A,552.57
cosmetics,SKU7232,57.0,84,574,5738.9,Non-binary,76,13,94,7,Carrier B,1.18,Supplier 5,Chennai,30,484,24,1.47,Fail,2.14,Rail,Route C,371.65
skincare,SKU7233,33.73,81,666,5338.14,Female,96,28,44,6,Carrier B,3.6,Supplier 2,Chennai,22,574,2,57.8,Fail,4.81,Air,Route B,791.32
cosmetics,SKU7234,40.44,47,277,2641.25,Unknown,16,24,85,3,Carrier C,8.24,Supplier 5,Mumbai,24,179,16,50.12,Pass,4.07,Sea,Route C,340.9
cosmetics,SKU7235,79.73,90,761,1125.21,Unknown,4,25,31,8,Carrier A,1.61,Supplier 2,Chennai,3,958,16,73.7,Fail,0.8,Road,Route B,725.51
skincare,SKU7236,55.92,91,193,7387.43,Unknown,62,22,21,5,Carrier A,4.57,Supplier 4,Kolkata,2,233,24,25.49,Fail,0.65,Sea,Route C,101.22
haircare,SKU7237,4.85,100,747,7660.41,Non-binary,85,1,23,2,Carrier B,1.25,Supplier 2,Chennai,20,520,8,56.72,Pass,0.37,Rail,Route A,969.45
skincare,SKU7238,44.77,17,902,9989.73,Female,71,14,82,5,Carrier C,9.86,Supplier 1,Kolkata,25,824,2,59.15,Pass,1.25,Air,Route B,703.4
skincare,SKU7239,23.78,55,262,6086.07,Female,63,3,79,4,Carrier A,6.32,Supplier 1,Delhi,29,244,1,74.65,Fail,0.67,Rail,Route C,643.5
haircare,SKU7240,51.92,43,722,9228.81,Non-binary,31,14,65,5,Carrier C,7.07,Supplier 4,Delhi,6,355,29,56.88,Pending,1.31,Sea,Route A,238.46
haircare,SKU7241,69.13,1,465,8470.15,Male,14,5,52,5,Carrier B,1.13,Supplier 2,Mumbai,2,790,4,58.72,Pass,3.62,Road,Route B,274.41
cosmetics,SKU7242,31.99,88,478,8603.06,Male,59,22,90,5,Carrier A,4.52,Supplier 5,Bangalore,7,957,4,73.25,Pass,2.01,Air,Route A,970.18
haircare,SKU7243,71.3,98,626,6116.4,Female,98,7,76,6,Carrier A,7.78,Supplier 2,Kolkata,2,622,13,92.6,Pending,1.08,Rail,Route A,994.42
haircare,SKU7244,77.46,28,858,4038.27,Unknown,22,18,89,4,Carrier A,5.21,Supplier 4,Bangalore,15,330,5,65.51,Pass,4.85,Road,Route B,989.72
skincare,SKU7245,40.7,48,549,7090.8,Non-binary,39,20,20,10,Carrier A,7.15,Supplier 2,Delhi,25,994,18,73.71,Fail,1.34,Road,Route C,420.63
skincare,SKU7246,41.99,19,514,3977.73,Male,63,1,72,3,Carrier A,8.92,Supplier 3,Kolkata,14,400,2,58.08,Fail,3.57,Sea,Route A,602.15
skincare,SKU7247,25.97,4,683,6077.94,Non-binary,10,1,74,1,Carrier B,2.04,Supplier 2,Delhi,8,909,6,13.44,Fail,4.55,Air,Route C,829.72
cosmetics,SKU7248,53.16,68,452,5153.9,Female,99,13,35,6,Carrier A,8.42,Supplier 5,Bangalore,15,913,5,30.51,Pending,0.81,Air,Route C,859.44
haircare,SKU7249,12.58,77,86,6696.48,Unknown,43,7,73,8,Carrier A,3.49,Supplier 3,Kolkata,3,655,23,53.46,Pass,1.52,Road,Route B,105.26
skincare,SKU7250,57.91,78,788,6569.88,Non-binary,26,12,99,4,Carrier A,6.77,Supplier 1,Bangalore,16,952,21,25.63,Pending,4.81,Road,Route C,460.77
cosmetics,SKU7251,19.8,70,613,3845.71,Male,46,17,1,4,Carrier B,8.97,Supplier 1,Kolkata,19,882,8,2.38,Pending,1.15,Road,Route A,547.51
skincare,SKU7252,20.52,44,588,4488.1,Female,65,9,8,7,Carrier B,3.14,Supplier 3,Delhi,29,746,30,32.38,Fail,3.63,Air,Route A,995.81
cosmetics,SKU7253,88.34,92,536,3721.74,Male,20,20,94,5,Carrier B,3.17,Supplier 5,Bangalore,18,913,5,71.65,Pass,0.19,Rail,Route A,655.19
skincare,SKU7254,29.6,94,608,4138.66,Female,13,27,1,9,Carrier C,1.42,Supplier 4,Chennai,16,798,5,67.03,Pending,3.53,Sea,Route A,856.17
skincare,SKU7255,95.18,99,124,6092.32,Female,21,24,7,5,Carrier B,9.31,Supplier 5,Chennai,26,207,27,5.37,Pass,5.0,Sea,Route B,464.15
cosmetics,SKU7256,38.9,85,207,4851.26,Male,96,1,74,10,Carrier C,4.87,Supplier 4,Chennai,18,297,23,78.07,Pending,0.76,Air,Route B,716.06
skincare,SKU7257,5.08,67,788,3078.17,Unknown,2,28,42,10,Carrier C,1.11,Supplier 4,Mumbai,4,611,26,24.97,Pass,0.92,Sea,Route A,907.0
skincare,SKU7258,88.0,33,711,3965.76,Non-binary,98,23,71,1,Carrier A,2.14,Supplier 3,Bangalore,14,703,19,41.87,Pass,1.52,Air,Route B,360.3
cosmetics,SKU7259,9.58,20,430,2451.18,Female,80,23,42,8,Carrier A,5.69,Supplier 2,Mumbai,8,218,21,72.92,Pass,2.76,Air,Route B,680.96
cosmetics,SKU7260,47.06,5,289,1500.66,Female,84,17,27,3,Carrier A,8.6,Supplier 5,Chennai,12,395,17,43.65,Fail,2.91,Rail,Route B,117.86
haircare,SKU7261,71.12,68,558,6684.84,Male,11,28,58,3,Carrier C,4.87,Supplier 1,Mumbai,9,634,4,95.74,Fail,0.46,Road,Route C,574.97
skincare,SKU7262,61.63,66,239,6991.5,Male,47,20,54,7,Carrier B,4.66,Supplier 3,Bangalore,5,687,5,40.66,Pass,3.34,Air,Route C,289.83
skincare,SKU7263,77.53,50,112,6709.2,Female,97,14,32,1,Carrier A,1.2,Supplier 4,Mumbai,17,159,21,87.09,Pass,0.16,Rail,Route B,997.49
cosmetics,SKU7264,28.7,42,948,1275.43,Female,53,11,64,4,Carrier A,3.51,Supplier 4,Chennai,16,488,29,43.19,Fail,2.21,Air,Route C,344.52
skincare,SKU7265,9.2,93,252,1732.4,Non-binary,40,29,94,2,Carrier B,1.3,Supplier 3,Bangalore,18,839,22,72.51,Fail,0.46,Air,Route C,133.23
cosmetics,SKU7266,93.43,37,930,3212.36,Female,63,4,91,8,Carrier B,7.66,Supplier 1,Bangalore,19,588,23,53.13,Fail,2.81,Road,Route C,312.13
cosmetics,SKU7267,93.82,6,96,5870.48,Unknown,25,13,42,2,Carrier B,2.07,Supplier 4,Delhi,30,937,24,47.37,Pass,2.56,Road,Route B,977.62
haircare,SKU7268,13.29,2,578,9451.15,Male,16,10,49,6,Carrier B,2.91,Supplier 4,Chennai,14,378,24,31.28,Pass,2.61,Air,Route C,434.06
cosmetics,SKU7269,94.87,24,83,6433.62,Unknown,96,6,85,1,Carrier A,5.87,Supplier 1,Delhi,28,766,14,45.67,Pass,4.6,Road,Route A,845.22
cosmetics,SKU7270,39.96,46,355,1011.76,Male,71,29,74,6,Carrier A,8.54,Supplier 3,Kolkata,25,524,12,24.92,Pass,4.46,Sea,Route B,118.07
