customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;TenureMonthsBinned;TotalServiceAddons;HasPaperlessElectronicPayment;AverageMonthlyChargePerTenure;Churn
CUS105579;Male;Yes;No;No;37;No;Yes;No;No internet service;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;20.86;770.89;25-48 Months;3;Yes;20.83;
CUS105580;Female;No;Yes;Yes;24;Yes;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);93.43;2230.01;13-24 Months;0;Yes;92.92;
CUS105581;Male;Yes;No;Yes;52;Yes;No phone service;No;Yes;No internet service;No;No;No internet service;No internet service;Two year;Yes;Credit card (automatic);116.2;5861.52;49-72 Months;4;Yes;112.72;
CUS105582;Female;No;Yes;Yes;52;Yes;No phone service;DSL;No;No;No;No;Yes;Yes;Two year;No;Credit card (automatic);87.16;4399.91;49-72 Months;0;No;84.61;
CUS105583;Female;Yes;No;Yes;18;No;Yes;No;No internet service;Yes;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);88.61;1096.17;13-24 Months;5;No;60.9;
CUS105584;Female;No;Yes;No;43;No;Yes;No;No internet service;No internet service;No;No;No;No internet service;One year;No;Mailed check;81.82;3450.79;25-48 Months;1;No;80.25;
CUS105585;Female;Yes;Yes;No;30;Yes;No;Fiber optic;Yes;No internet service;No;No;No;No;One year;Yes;Electronic check;100.12;3019.63;25-48 Months;6;Yes;100.65;
CUS105586;Male;No;Yes;Yes;45;Yes;No;No;Yes;No internet service;No;No;No;Yes;Two year;No;Electronic check;75.82;3338.15;25-48 Months;3;Yes;74.18;
CUS105587;Male;Yes;Yes;Yes;14;Yes;Yes;Fiber optic;No internet service;Yes;No internet service;No;Yes;Yes;Two year;No;Credit card (automatic);98.28;1614.62;13-24 Months;0;No;115.33;
CUS105588;Female;Yes;No;No;46;Yes;No phone service;No;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);86.83;3995.2;25-48 Months;6;No;86.85;
CUS105589;Female;No;Yes;Yes;72;Yes;Yes;No;No;No internet service;Yes;Yes;No;Yes;Month-to-month;No;Mailed check;96.41;6975.33;49-72 Months;6;Yes;96.88;
CUS105590;Female;No;No;Yes;17;Yes;No;No;No internet service;No internet service;No internet service;No;No;No internet service;Month-to-month;Yes;Credit card (automatic);115.62;1679.39;13-24 Months;6;No;98.79;
CUS105591;Male;Yes;Yes;Yes;36;No;Yes;DSL;Yes;No;No;Yes;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);99.51;3502.06;25-48 Months;4;No;97.28;
CUS105592;Male;Yes;Yes;No;7;No;No;Fiber optic;No;No internet service;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);72.38;517.38;0-12 Months;1;Yes;73.91;
CUS105593;Male;Yes;Yes;Yes;43;Yes;No phone service;DSL;No internet service;Yes;No internet service;No internet service;Yes;No;One year;No;Credit card (automatic);109.52;4714.72;25-48 Months;3;Yes;109.64;
CUS105594;Female;Yes;Yes;Yes;5;No;No;No;Yes;No;Yes;No internet service;Yes;Yes;Two year;No;Bank transfer (automatic);18.77;0.0;0-12 Months;3;No;0.0;
CUS105595;Male;No;Yes;Yes;56;No;No;No;No internet service;No;No;Yes;Yes;No;Month-to-month;No;Credit card (automatic);97.57;5050.64;49-72 Months;0;No;90.19;
CUS105596;Male;No;No;No;28;No;Yes;DSL;No internet service;No internet service;Yes;No internet service;Yes;No internet service;Two year;No;Credit card (automatic);109.84;3142.61;25-48 Months;0;No;112.24;
CUS105597;Female;No;No;No;35;No;No;DSL;No;No;No;No;No internet service;No;Two year;Yes;Electronic check;49.64;1701.74;25-48 Months;2;Yes;48.62;
CUS105598;Male;Yes;Yes;Yes;39;Yes;Yes;DSL;Yes;No;No;No;No;Yes;One year;No;Bank transfer (automatic);46.98;1927.86;25-48 Months;5;No;49.43;
CUS105599;Male;No;No;Yes;18;Yes;No;No;No internet service;No;No internet service;Yes;No internet service;Yes;One year;No;Bank transfer (automatic);105.05;1793.63;13-24 Months;2;No;99.65;
CUS105600;Female;No;No;Yes;12;No;No phone service;DSL;Yes;Yes;No;No internet service;No internet service;No;Month-to-month;Yes;Mailed check;34.41;605.37;0-12 Months;1;No;50.45;
CUS105601;Female;Yes;Yes;Yes;72;Yes;No phone service;DSL;Yes;Yes;No;No internet service;No;Yes;One year;No;Mailed check;91.04;6149.02;49-72 Months;5;Yes;85.4;
CUS105602;Male;No;No;No;8;Yes;Yes;Fiber optic;No;No internet service;Yes;No internet service;No internet service;Yes;Two year;No;Credit card (automatic);70.07;926.58;0-12 Months;4;No;115.82;
CUS105603;Male;Yes;Yes;Yes;59;Yes;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;115.49;6885.02;49-72 Months;5;No;116.7;
CUS105604;Male;No;Yes;No;52;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No internet service;No internet service;Two year;Yes;Electronic check;74.29;3745.52;49-72 Months;6;Yes;72.03;
CUS105605;Female;Yes;No;No;37;Yes;No;Fiber optic;No internet service;Yes;Yes;Yes;Yes;No internet service;One year;Yes;Electronic check;56.01;1869.14;25-48 Months;2;Yes;50.52;
CUS105606;Female;No;No;No;4;Yes;No phone service;Fiber optic;No;No internet service;No;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);31.5;220.93;0-12 Months;0;Yes;55.23;
CUS105607;Male;No;Yes;No;58;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No internet service;Month-to-month;Yes;Mailed check;33.61;2206.7;49-72 Months;2;No;38.05;
CUS105608;Female;Yes;No;Yes;58;Yes;Yes;No;Yes;No;No;No internet service;No;No internet service;Month-to-month;No;Mailed check;98.24;5877.22;49-72 Months;5;No;101.33;
CUS105609;Female;Yes;No;No;54;No;Yes;DSL;No;No;Yes;No internet service;No;No;Month-to-month;No;Electronic check;91.38;4938.71;49-72 Months;6;Yes;91.46;
CUS105610;Female;No;No;Yes;4;No;No phone service;DSL;No internet service;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;78.33;136.02;0-12 Months;2;Yes;34.01;
CUS105611;Female;No;No;Yes;64;No;No phone service;Fiber optic;No internet service;Yes;No;Yes;No internet service;No internet service;Two year;No;Mailed check;76.87;5007.69;49-72 Months;4;No;78.25;
CUS105612;Male;No;Yes;Yes;59;No;Yes;DSL;Yes;No internet service;Yes;No;No internet service;No;Two year;Yes;Electronic check;105.15;6140.08;49-72 Months;1;Yes;104.07;
CUS105613;Male;No;No;No;14;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;57.87;976.48;13-24 Months;3;Yes;69.75;
CUS105614;Female;Yes;No;No;57;No;No phone service;Fiber optic;No;No;No internet service;Yes;Yes;Yes;One year;No;Mailed check;51.79;3354.88;49-72 Months;4;No;58.86;
CUS105615;Female;No;No;Yes;4;Yes;No;DSL;Yes;No;No internet service;No;No;Yes;One year;No;Bank transfer (automatic);105.22;342.33;0-12 Months;4;Yes;85.58;
CUS105616;Male;Yes;No;No;54;No;Yes;Fiber optic;No internet service;No;Yes;No internet service;No;No;Month-to-month;No;Credit card (automatic);93.99;4919.9;49-72 Months;6;No;91.11;
CUS105617;Male;No;No;Yes;62;Yes;No;DSL;No internet service;Yes;No internet service;No internet service;No;No;One year;Yes;Credit card (automatic);104.85;6670.42;49-72 Months;3;Yes;107.59;
CUS105618;Male;No;Yes;Yes;33;No;Yes;No;Yes;No internet service;Yes;Yes;Yes;Yes;Two year;No;Electronic check;69.26;2355.1;25-48 Months;1;Yes;71.37;
CUS105619;Female;No;Yes;No;54;No;No;No;No internet service;Yes;No;No;No internet service;Yes;Month-to-month;No;Bank transfer (automatic);84.65;4934.68;49-72 Months;2;No;91.38;
CUS105620;Female;Yes;Yes;Yes;30;Yes;Yes;DSL;No internet service;No internet service;No internet service;No;No internet service;Yes;One year;No;Credit card (automatic);115.18;3421.5;25-48 Months;3;No;114.05;
CUS105621;Female;No;No;No;12;No;Yes;DSL;Yes;Yes;Yes;Yes;No internet service;No internet service;Two year;No;Electronic check;94.65;1033.42;0-12 Months;6;Yes;86.12;
CUS105622;Female;Yes;Yes;Yes;49;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;52.84;2904.38;49-72 Months;5;Yes;59.27;
CUS105623;Male;No;No;Yes;50;Yes;No phone service;Fiber optic;No internet service;No internet service;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);56.63;2903.8;49-72 Months;1;Yes;58.08;
CUS105624;Female;No;Yes;No;21;No;No;DSL;Yes;No;No;No internet service;No;No;One year;No;Credit card (automatic);87.42;1332.67;13-24 Months;0;Yes;63.46;
CUS105625;Female;No;Yes;Yes;42;No;Yes;Fiber optic;No internet service;No;No internet service;No internet service;No;No;One year;Yes;Bank transfer (automatic);49.55;1787.51;25-48 Months;3;No;42.56;
CUS105626;Female;Yes;Yes;Yes;27;Yes;No;Fiber optic;No;No;Yes;No internet service;Yes;Yes;Month-to-month;No;Credit card (automatic);94.96;2623.07;25-48 Months;0;No;97.15;
CUS105627;Male;Yes;Yes;No;18;No;Yes;Fiber optic;No;No internet service;No internet service;No internet service;No;Yes;One year;No;Credit card (automatic);99.65;1810.78;13-24 Months;1;Yes;100.6;
CUS105628;Male;Yes;Yes;Yes;58;Yes;No;No;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);103.97;5700.74;49-72 Months;5;No;98.29;
CUS105629;Male;Yes;No;No;27;No;Yes;No;No;Yes;No internet service;No internet service;Yes;No internet service;One year;No;Mailed check;52.82;1479.05;25-48 Months;4;Yes;54.78;
CUS105630;Female;Yes;No;Yes;57;Yes;Yes;Fiber optic;Yes;No internet service;No internet service;Yes;No internet service;Yes;Two year;No;Mailed check;24.64;1355.21;49-72 Months;0;Yes;23.78;
CUS105631;Female;No;No;Yes;52;Yes;No;No;No;No internet service;No internet service;No internet service;No;Yes;One year;No;Mailed check;91.43;4925.81;49-72 Months;5;No;94.73;
CUS105632;Female;Yes;Yes;No;46;Yes;No phone service;No;Yes;No;Yes;No;No internet service;Yes;Month-to-month;No;Mailed check;112.83;4986.68;25-48 Months;6;Yes;108.41;
CUS105633;Female;No;Yes;No;71;No;No;Fiber optic;No;No;No internet service;No;No;No;Month-to-month;No;Mailed check;45.79;3332.28;49-72 Months;3;Yes;46.93;
CUS105634;Male;Yes;Yes;No;34;No;No phone service;DSL;No;Yes;No;No internet service;No;Yes;One year;No;Credit card (automatic);45.0;1604.91;25-48 Months;2;No;47.2;
CUS105635;Female;No;Yes;Yes;64;No;No;Fiber optic;No internet service;No internet service;No internet service;Yes;No internet service;Yes;Month-to-month;Yes;Electronic check;30.07;1785.71;49-72 Months;4;Yes;27.9;
CUS105636;Male;No;No;No;6;Yes;No phone service;Fiber optic;No;Yes;Yes;No internet service;No internet service;No;One year;Yes;Credit card (automatic);91.09;551.86;0-12 Months;6;Yes;91.98;
CUS105637;Female;Yes;No;No;31;No;No phone service;DSL;Yes;No;No internet service;No internet service;No;No internet service;One year;Yes;Credit card (automatic);42.73;1301.72;25-48 Months;1;No;41.99;
CUS105638;Female;No;Yes;No;32;Yes;No;DSL;No internet service;Yes;Yes;No internet service;No;No internet service;Month-to-month;Yes;Mailed check;30.38;694.35;25-48 Months;1;No;21.7;
CUS105639;Female;No;No;No;27;No;No phone service;DSL;Yes;Yes;No;Yes;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);30.65;796.34;25-48 Months;1;Yes;29.49;
CUS105640;Female;Yes;No;Yes;45;No;No phone service;Fiber optic;Yes;No internet service;Yes;No;Yes;No;One year;No;Credit card (automatic);97.86;4614.16;25-48 Months;6;Yes;102.54;
CUS105641;Female;No;Yes;Yes;29;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);27.14;1030.22;25-48 Months;4;Yes;35.52;
CUS105642;Male;Yes;Yes;Yes;43;Yes;No phone service;No;Yes;No;No;No;No internet service;No internet service;One year;No;Electronic check;27.57;834.36;25-48 Months;2;Yes;19.4;
CUS105643;Male;No;No;No;2;No;No phone service;Fiber optic;No;No internet service;No;Yes;No;No internet service;Two year;No;Bank transfer (automatic);21.71;0.0;0-12 Months;2;No;0.0;
CUS105644;Female;Yes;Yes;No;35;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Two year;No;Bank transfer (automatic);51.2;1861.3;25-48 Months;5;Yes;53.18;
CUS105645;Male;Yes;No;No;61;No;Yes;DSL;No;Yes;No;No;Yes;Yes;Two year;No;Electronic check;39.24;2172.87;49-72 Months;4;Yes;35.62;
CUS105646;Male;Yes;No;Yes;69;No;No phone service;Fiber optic;Yes;No internet service;No internet service;No;No internet service;Yes;Month-to-month;Yes;Electronic check;93.14;6371.86;49-72 Months;1;Yes;92.35;
CUS105647;Female;Yes;No;No;27;Yes;No;Fiber optic;No internet service;No internet service;No;No;No internet service;No internet service;Two year;Yes;Credit card (automatic);114.05;3214.08;25-48 Months;1;Yes;119.04;
CUS105648;Male;No;No;No;12;Yes;No;DSL;Yes;No internet service;No;No;Yes;No;Two year;Yes;Electronic check;76.97;1151.67;0-12 Months;4;Yes;95.97;
CUS105649;Male;Yes;Yes;Yes;69;No;Yes;DSL;Yes;No;No;Yes;No;No internet service;Two year;No;Electronic check;95.06;6684.99;49-72 Months;6;Yes;96.88;
CUS105650;Female;No;Yes;Yes;33;Yes;No;DSL;No;No;No;No internet service;No;Yes;Month-to-month;No;Credit card (automatic);18.81;844.67;25-48 Months;1;No;25.6;
CUS105651;Female;No;Yes;No;43;Yes;No phone service;No;Yes;Yes;No;No;No;Yes;Two year;No;Credit card (automatic);29.07;876.62;25-48 Months;5;No;20.39;
CUS105652;Male;No;Yes;Yes;40;No;No phone service;Fiber optic;No;Yes;No;No internet service;No;No;Two year;Yes;Bank transfer (automatic);25.71;1226.7;25-48 Months;4;No;30.67;
CUS105653;Male;Yes;Yes;No;25;Yes;Yes;Fiber optic;No;No internet service;No;No internet service;No;No;One year;No;Mailed check;46.85;1300.6;25-48 Months;2;No;52.02;
CUS105654;Male;Yes;Yes;Yes;72;Yes;Yes;No;Yes;Yes;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);32.95;2318.44;49-72 Months;6;No;32.2;
CUS105655;Male;No;Yes;No;26;Yes;No phone service;No;No internet service;No;No;Yes;No internet service;No;Two year;No;Mailed check;66.01;1803.0;25-48 Months;3;Yes;69.35;
CUS105656;Male;Yes;Yes;Yes;21;Yes;Yes;No;No internet service;Yes;No internet service;Yes;No internet service;No;One year;No;Bank transfer (automatic);109.7;2112.45;13-24 Months;6;No;100.59;
CUS105657;Female;Yes;Yes;Yes;72;No;Yes;No;No internet service;Yes;No internet service;Yes;Yes;No internet service;Month-to-month;No;Mailed check;105.02;7470.92;49-72 Months;5;Yes;103.76;
CUS105658;Female;No;Yes;Yes;11;No;No;DSL;No internet service;Yes;No;Yes;No internet service;No internet service;Month-to-month;No;Electronic check;48.24;459.1;0-12 Months;1;Yes;41.74;
CUS105659;Male;Yes;No;No;24;No;No;No;No;Yes;Yes;No internet service;No;Yes;Month-to-month;Yes;Credit card (automatic);109.02;2725.7;13-24 Months;4;No;113.57;
CUS105660;Female;No;Yes;No;1;No;No phone service;Fiber optic;No;Yes;Yes;Yes;Yes;No internet service;One year;No;Mailed check;31.39;95.26;0-12 Months;5;Yes;95.26;
CUS105661;Male;Yes;Yes;Yes;43;No;Yes;No;No internet service;Yes;No internet service;No internet service;Yes;No;One year;Yes;Mailed check;98.66;4175.55;25-48 Months;1;No;97.11;
CUS105662;Male;Yes;No;Yes;63;Yes;Yes;DSL;No;No internet service;Yes;No internet service;Yes;Yes;Month-to-month;No;Credit card (automatic);110.17;6888.09;49-72 Months;3;Yes;109.33;
CUS105663;Male;No;Yes;No;52;Yes;No;No;Yes;No internet service;No;Yes;No;Yes;One year;No;Electronic check;25.15;1357.59;49-72 Months;4;Yes;26.11;
CUS105664;Female;Yes;No;No;29;No;No phone service;Fiber optic;Yes;No;No;Yes;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);24.87;754.04;25-48 Months;4;No;26.0;
CUS105665;Male;No;No;Yes;55;No;No;DSL;No internet service;Yes;No internet service;No;Yes;No internet service;Month-to-month;No;Bank transfer (automatic);65.45;3516.02;49-72 Months;4;Yes;63.93;
CUS105666;Female;No;No;Yes;57;Yes;No phone service;DSL;No;No internet service;Yes;Yes;No;No;Month-to-month;No;Electronic check;24.49;1263.42;49-72 Months;2;Yes;22.17;
CUS105667;Male;No;Yes;No;26;No;No phone service;No;No internet service;No internet service;Yes;Yes;No internet service;Yes;One year;Yes;Mailed check;52.7;1286.35;25-48 Months;5;Yes;49.47;
CUS105668;Male;Yes;No;No;9;No;Yes;No;Yes;Yes;No;No;No internet service;No;One year;No;Electronic check;27.12;362.57;0-12 Months;6;Yes;40.29;
CUS105669;Female;No;No;No;24;No;No phone service;Fiber optic;No;No;No internet service;No internet service;No;Yes;Month-to-month;Yes;Electronic check;49.4;1392.41;13-24 Months;6;Yes;58.02;
CUS105670;Female;No;No;Yes;11;No;Yes;DSL;No internet service;No;No;No;No;No;Two year;No;Credit card (automatic);41.49;499.62;0-12 Months;2;No;45.42;
CUS105671;Male;Yes;Yes;Yes;15;Yes;No;Fiber optic;Yes;No internet service;Yes;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);108.69;1903.94;13-24 Months;6;No;126.93;
CUS105672;Male;No;Yes;No;18;Yes;No;No;No;No internet service;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);30.14;607.18;13-24 Months;3;No;33.73;
CUS105673;Male;No;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No;No;No;No internet service;Month-to-month;No;Mailed check;49.48;1560.59;25-48 Months;4;Yes;53.81;
CUS105674;Male;Yes;Yes;Yes;36;No;Yes;No;No internet service;No internet service;No internet service;Yes;No internet service;No internet service;One year;No;Credit card (automatic);26.03;1329.84;25-48 Months;1;No;36.94;
CUS105675;Female;Yes;No;No;12;Yes;No phone service;No;No;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);46.15;818.3;0-12 Months;0;No;68.19;
CUS105676;Female;Yes;No;Yes;61;Yes;No;Fiber optic;No;No;No internet service;No internet service;Yes;Yes;One year;No;Credit card (automatic);94.36;5944.9;49-72 Months;5;No;97.46;
CUS105677;Male;Yes;Yes;No;16;Yes;No;Fiber optic;Yes;No internet service;Yes;Yes;Yes;No internet service;Two year;Yes;Credit card (automatic);21.63;40.06;13-24 Months;4;Yes;2.5;
CUS105678;Male;No;Yes;Yes;22;Yes;No;Fiber optic;No;No internet service;No;Yes;Yes;No;Two year;No;Electronic check;44.05;928.96;13-24 Months;6;Yes;42.23;
CUS105679;Female;Yes;No;Yes;34;Yes;No;No;Yes;No internet service;No internet service;Yes;No;Yes;Two year;Yes;Mailed check;102.1;3513.09;25-48 Months;6;No;103.33;
CUS105680;Female;No;Yes;No;72;Yes;No;Fiber optic;No;Yes;No internet service;No;No internet service;Yes;One year;No;Mailed check;90.27;6339.04;49-72 Months;0;Yes;88.04;
CUS105681;Male;No;No;No;45;Yes;Yes;DSL;No internet service;No internet service;Yes;No;No internet service;No internet service;Month-to-month;Yes;Mailed check;46.24;2220.84;25-48 Months;6;Yes;49.35;
CUS105682;Male;Yes;No;No;48;Yes;No phone service;DSL;Yes;No internet service;No;No;Yes;No internet service;One year;Yes;Electronic check;98.87;4788.0;25-48 Months;1;Yes;99.75;
CUS105683;Female;No;Yes;Yes;67;Yes;Yes;No;No internet service;No;No internet service;Yes;No internet service;Yes;One year;Yes;Mailed check;53.03;3345.59;49-72 Months;3;Yes;49.93;
CUS105684;Female;Yes;No;Yes;4;Yes;No phone service;Fiber optic;No;Yes;No internet service;No;No internet service;No internet service;Two year;Yes;Credit card (automatic);31.93;0.0;0-12 Months;4;Yes;0.0;
CUS105685;Male;No;Yes;No;51;No;No;DSL;Yes;Yes;No internet service;No internet service;No;Yes;One year;No;Bank transfer (automatic);89.53;4833.61;49-72 Months;6;Yes;94.78;
CUS105686;Female;No;No;Yes;13;Yes;No phone service;No;Yes;Yes;No internet service;No internet service;No;No;Month-to-month;Yes;Credit card (automatic);111.26;1317.34;13-24 Months;6;No;101.33;
CUS105687;Female;Yes;Yes;Yes;10;Yes;No phone service;No;Yes;Yes;No internet service;No;No internet service;No internet service;One year;No;Credit card (automatic);115.42;1253.44;0-12 Months;5;Yes;125.34;
CUS105688;Male;No;Yes;Yes;52;No;No phone service;Fiber optic;No;No;Yes;No internet service;No internet service;No;Two year;No;Electronic check;48.99;2674.23;49-72 Months;2;Yes;51.43;
CUS105689;Male;No;No;No;48;Yes;No phone service;DSL;Yes;No;Yes;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;114.19;5654.57;25-48 Months;6;Yes;117.8;
CUS105690;Male;No;Yes;Yes;39;No;Yes;No;No;No internet service;No internet service;No;No;Yes;Two year;No;Credit card (automatic);85.36;3323.45;25-48 Months;3;No;85.22;
CUS105691;Male;Yes;No;No;52;Yes;No;Fiber optic;No internet service;Yes;Yes;No internet service;No internet service;No;Month-to-month;Yes;Bank transfer (automatic);100.98;5384.29;49-72 Months;1;No;103.54;
CUS105692;Female;Yes;Yes;No;39;Yes;No phone service;DSL;Yes;No;No;No internet service;Yes;No internet service;Month-to-month;Yes;Mailed check;40.67;1652.44;25-48 Months;1;No;42.37;
CUS105693;Male;No;No;Yes;69;No;No phone service;Fiber optic;No;No;No;No;No internet service;No;Month-to-month;No;Mailed check;43.32;2662.64;49-72 Months;1;Yes;38.59;
CUS105694;Female;Yes;No;No;70;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;One year;No;Electronic check;52.92;3591.61;49-72 Months;2;Yes;51.31;
CUS105695;Male;Yes;Yes;No;61;No;No phone service;Fiber optic;Yes;Yes;No;Yes;No;No internet service;Month-to-month;Yes;Mailed check;23.63;1385.32;49-72 Months;1;No;22.71;
CUS105696;Male;No;Yes;No;9;No;No phone service;No;Yes;Yes;No internet service;No;No internet service;No;Month-to-month;No;Credit card (automatic);31.92;451.1;0-12 Months;6;No;50.12;
CUS105697;Female;No;Yes;No;66;Yes;Yes;Fiber optic;No internet service;Yes;No;No internet service;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);89.67;6187.41;49-72 Months;6;Yes;93.75;
CUS105698;Male;Yes;Yes;No;71;No;Yes;DSL;Yes;No internet service;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);34.45;2655.4;49-72 Months;0;Yes;37.4;
CUS105699;Male;Yes;No;Yes;20;No;Yes;DSL;No internet service;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;24.09;391.19;13-24 Months;4;Yes;19.56;
CUS105700;Female;No;Yes;No;69;Yes;Yes;No;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;88.86;6127.54;49-72 Months;1;No;88.8;
CUS105701;Male;Yes;Yes;No;18;Yes;Yes;No;Yes;No;Yes;No;No;No;Two year;Yes;Mailed check;71.49;1382.6;13-24 Months;0;Yes;76.81;
CUS105702;Male;No;Yes;No;52;No;Yes;No;No;Yes;No internet service;No internet service;No internet service;Yes;Month-to-month;Yes;Bank transfer (automatic);76.26;3923.27;49-72 Months;6;No;75.45;
CUS105703;Male;No;Yes;No;35;No;No phone service;Fiber optic;No internet service;No;No internet service;No internet service;No;No;One year;Yes;Electronic check;28.43;1006.42;25-48 Months;5;Yes;28.75;
CUS105704;Female;No;Yes;Yes;28;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Mailed check;108.48;2817.73;25-48 Months;0;No;100.63;
CUS105705;Male;Yes;Yes;No;22;Yes;No phone service;No;Yes;Yes;No;No internet service;No internet service;No;One year;No;Mailed check;32.38;624.75;13-24 Months;0;Yes;28.4;
CUS105706;Female;Yes;No;Yes;39;No;No;Fiber optic;Yes;No internet service;No;No internet service;No;Yes;Two year;No;Bank transfer (automatic);54.31;1963.34;25-48 Months;4;No;50.34;
CUS105707;Female;No;No;Yes;41;Yes;Yes;DSL;No;No;No internet service;No internet service;No;Yes;Two year;Yes;Electronic check;91.1;3903.31;25-48 Months;6;Yes;95.2;
CUS105708;Male;Yes;No;No;70;Yes;Yes;Fiber optic;No;No;No;No;No internet service;Yes;Month-to-month;Yes;Electronic check;98.32;6969.4;49-72 Months;6;Yes;99.56;
CUS105709;Female;No;No;Yes;6;No;No phone service;Fiber optic;No internet service;Yes;No;No internet service;No;Yes;One year;No;Credit card (automatic);54.49;226.57;0-12 Months;5;Yes;37.76;
CUS105710;Male;No;Yes;No;59;No;No;DSL;No internet service;Yes;No;No;No internet service;Yes;Two year;Yes;Electronic check;50.54;2840.71;49-72 Months;5;Yes;48.15;
CUS105711;Female;No;No;No;12;No;No phone service;Fiber optic;No;No internet service;No;Yes;No;No;Month-to-month;No;Mailed check;53.49;779.95;0-12 Months;2;No;65.0;
CUS105712;Male;No;Yes;No;8;Yes;No;DSL;Yes;No;Yes;No;No internet service;Yes;Two year;Yes;Credit card (automatic);33.44;35.65;0-12 Months;1;Yes;4.46;
CUS105713;Female;No;Yes;Yes;17;No;No;DSL;No internet service;No internet service;No;Yes;No internet service;No internet service;One year;Yes;Electronic check;22.1;287.71;13-24 Months;0;Yes;16.92;
CUS105714;Female;No;Yes;Yes;30;No;No phone service;Fiber optic;Yes;Yes;No;Yes;Yes;No internet service;One year;No;Electronic check;46.07;1734.17;25-48 Months;4;Yes;57.81;
CUS105715;Female;Yes;Yes;No;23;Yes;No;Fiber optic;Yes;No internet service;No internet service;No internet service;No;No;Month-to-month;No;Electronic check;116.42;2361.34;13-24 Months;3;Yes;102.67;
CUS105716;Female;Yes;No;Yes;42;Yes;Yes;DSL;No;No;No;Yes;Yes;No internet service;One year;Yes;Electronic check;20.09;604.0;25-48 Months;1;Yes;14.38;
CUS105717;Male;Yes;No;No;36;Yes;No;DSL;No internet service;No internet service;No internet service;No;No internet service;No internet service;One year;Yes;Bank transfer (automatic);31.75;836.26;25-48 Months;3;No;23.23;
CUS105718;Female;No;Yes;No;65;No;Yes;No;Yes;No;Yes;Yes;Yes;No internet service;One year;No;Mailed check;21.16;1492.72;49-72 Months;3;Yes;22.96;
CUS105719;Male;No;Yes;No;3;No;No phone service;Fiber optic;No;Yes;No;No internet service;No;Yes;One year;Yes;Electronic check;68.69;249.47;0-12 Months;5;Yes;83.16;
CUS105720;Male;Yes;Yes;Yes;25;No;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;27.86;651.51;25-48 Months;1;Yes;26.06;
CUS105721;Male;Yes;No;No;67;No;No;No;No;No internet service;Yes;No;No;No internet service;Month-to-month;No;Electronic check;114.35;7361.82;49-72 Months;4;Yes;109.88;
CUS105722;Male;Yes;No;No;54;No;Yes;DSL;No internet service;No;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);63.87;3884.84;49-72 Months;6;Yes;71.94;
CUS105723;Male;Yes;Yes;Yes;7;No;No phone service;DSL;Yes;Yes;No internet service;No;No;No internet service;Two year;Yes;Bank transfer (automatic);22.23;0.0;0-12 Months;3;No;0.0;
CUS105724;Female;No;No;Yes;23;No;No phone service;Fiber optic;No internet service;No;No internet service;No internet service;Yes;No internet service;Month-to-month;No;Bank transfer (automatic);19.65;586.58;13-24 Months;2;No;25.5;
