"customerID";"gender";"SeniorCitizen";"Partner";"Dependents";"tenure";"PhoneService";"MultipleLines";"InternetService";"OnlineSecurity";"OnlineBackup";"DeviceProtection";"TechSupport";"StreamingTV";"StreamingMovies";"Contract";"PaperlessBilling";"PaymentMethod";"MonthlyCharges";"TotalCharges";"Churn";"TenureMonthsBinned";"TotalServiceAddons";"HasPaperlessElectronicPayment";"AverageMonthlyChargePerTenure"
"6784-XYJAE";"Female";"No";"No";"No";36;"Yes";"Yes";"DSL";"No";"No";"Yes";"No";"No";"No";"One year";"No";"Electronic check";55.8;1941.5;"No";"25-48 Months";1;"No";53.930556
"6786-OBWQR";"Female";"No";"Yes";"Yes";5;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";80.85;356.1;"No";"0-12 Months";1;"Yes";71.22
"6789-HJBWG";"Female";"No";"No";"No";12;"Yes";"No";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";49.4;611.65;"No";"0-12 Months";1;"Yes";50.970833
"6791-YBNAK";"Male";"No";"Yes";"Yes";18;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Credit card (automatic)";25.55;467.85;"No";"13-24 Months";0;"No";25.991667
"6794-HKIAJ";"Male";"No";"No";"No";62;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";90.7;5586.45;"No";"49-72 Months";3;"No";90.104032
"6797-LNAQX";"Male";"No";"Yes";"Yes";70;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";98.3;6859.5;"Yes";"49-72 Months";3;"No";97.992857
"6797-UCJHZ";"Female";"Yes";"Yes";"No";66;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"One year";"No";"Credit card (automatic)";104.6;6819.45;"No";"49-72 Months";4;"No";103.325
"6804-GDMOI";"Female";"No";"No";"No";61;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Electronic check";106.6;6428.4;"Yes";"49-72 Months";4;"Yes";105.383607
"6806-YDEUL";"Female";"Yes";"No";"No";6;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Bank transfer (automatic)";19.5;106.8;"No";"0-12 Months";0;"No";17.8
"6807-SIWJI";"Male";"No";"No";"No";38;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";104.85;3887.25;"No";"25-48 Months";4;"Yes";102.296053
"6810-VCAEX";"Female";"No";"No";"No";47;"No";"No phone service";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"One year";"No";"Credit card (automatic)";39.65;1798.65;"No";"25-48 Months";3;"No";38.269149
"6813-GZQCG";"Female";"No";"Yes";"Yes";45;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Credit card (automatic)";24.65;1171.3;"No";"25-48 Months";0;"No";26.028889
"6814-ZPWFQ";"Male";"Yes";"No";"No";51;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Bank transfer (automatic)";25.0;1260.7;"No";"49-72 Months";0;"No";24.719608
"6815-ABQFQ";"Male";"No";"Yes";"No";56;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"One year";"Yes";"Electronic check";107.25;6033.3;"No";"49-72 Months";4;"Yes";107.7375
"6817-WTYHE";"Male";"No";"No";"No";2;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";44.9;111.05;"No";"0-12 Months";0;"No";55.525
"6818-DJXAA";"Female";"No";"No";"Yes";10;"Yes";"No";"Fiber optic";"No";"No";"Yes";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";91.1;964.35;"No";"0-12 Months";3;"Yes";96.435
"6818-WOBHJ";"Female";"Yes";"Yes";"No";68;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";89.6;6127.6;"Yes";"49-72 Months";2;"No";90.111765
"6821-BUXUX";"Female";"No";"No";"No";13;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";96.65;1244.5;"Yes";"13-24 Months";3;"Yes";95.730769
"6821-JPCDC";"Female";"No";"Yes";"No";48;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"One year";"Yes";"Electronic check";97.05;4692.95;"No";"25-48 Months";4;"Yes";97.769792
"6823-SIDFQ";"Male";"No";"No";"No";28;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Credit card (automatic)";18.25;534.7;"No";"25-48 Months";0;"No";19.096429
"6825-UYPFK";"Female";"No";"No";"No";23;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Bank transfer (automatic)";75.6;1758.6;"Yes";"13-24 Months";0;"No";76.46087
"6827-IEAUQ";"Female";"No";"Yes";"Yes";27;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"No";"One year";"No";"Mailed check";66.15;1874.45;"No";"25-48 Months";4;"No";69.424074
"6828-HMKWP";"Male";"No";"Yes";"Yes";12;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";21.05;262.05;"No";"0-12 Months";0;"No";21.8375
"6833-JMZYP";"Female";"No";"No";"No";15;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";94.0;1505.45;"No";"13-24 Months";3;"No";100.363333
"6834-NXDCA";"Female";"No";"No";"No";13;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";23.9;300.8;"Yes";"13-24 Months";0;"Yes";23.138462
"6837-BJYDQ";"Male";"No";"No";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";19.6;61.35;"No";"0-12 Months";0;"No";20.45
"6837-HAEVO";"Male";"No";"Yes";"Yes";69;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Two year";"Yes";"Electronic check";105.0;7297.75;"No";"49-72 Months";4;"Yes";105.764493
"6838-HVLXG";"Female";"No";"No";"No";12;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20.3;246.7;"No";"0-12 Months";0;"No";20.558333
"6838-YAUVY";"Female";"No";"No";"No";54;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"No";"Yes";"Two year";"Yes";"Bank transfer (automatic)";95.1;5064.85;"No";"49-72 Months";3;"No";93.793519
"6839-ITVZJ";"Female";"No";"Yes";"Yes";26;"Yes";"Yes";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";60.05;1616.15;"Yes";"25-48 Months";2;"Yes";62.159615
"6840-RESVB";"Male";"No";"Yes";"Yes";24;"Yes";"Yes";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Mailed check";84.8;1990.5;"No";"13-24 Months";5;"No";82.9375
"6844-DZKRF";"Male";"No";"No";"No";2;"Yes";"No";"DSL";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";50.2;109.25;"No";"0-12 Months";1;"No";54.625
"6845-RGTYS";"Female";"No";"Yes";"No";47;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";98.75;4533.7;"Yes";"25-48 Months";4;"Yes";96.461702
"6847-KJLTS";"Female";"Yes";"Yes";"No";58;"Yes";"Yes";"Fiber optic";"No";"No";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";100.4;5749.8;"No";"49-72 Months";3;"No";99.134483
"6848-HJTXY";"Female";"No";"Yes";"No";64;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";19.45;1208.6;"No";"49-72 Months";0;"No";18.884375
"6848-YLDFR";"Male";"No";"Yes";"Yes";58;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"Yes";"Yes";"One year";"Yes";"Credit card (automatic)";75.2;4300.8;"No";"49-72 Months";4;"No";74.151724
"6849-OYAMU";"Male";"No";"Yes";"Yes";19;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"One year";"No";"Bank transfer (automatic)";100.0;1888.65;"Yes";"13-24 Months";4;"No";99.402632
"6849-WLEYG";"Male";"No";"No";"Yes";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19.75;19.75;"Yes";"0-12 Months";0;"No";19.75
"6851-WEFYX";"Male";"Yes";"Yes";"No";35;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100.8;3437.5;"No";"25-48 Months";3;"Yes";98.214286
"6854-EXGSF";"Female";"No";"No";"No";8;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";65.5;573.15;"No";"0-12 Months";3;"No";71.64375
"6855-VLGOS";"Male";"No";"Yes";"Yes";72;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Electronic check";20.55;1432.55;"No";"49-72 Months";0;"No";19.896528
"6856-RAURS";"Female";"No";"No";"No";2;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";74.9;136.05;"No";"0-12 Months";0;"No";68.025
"6857-TKDJV";"Male";"No";"Yes";"Yes";67;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";24.65;1620.45;"No";"49-72 Months";0;"No";24.185821
"6857-VWJDT";"Female";"No";"No";"No";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"No";"Mailed check";95.65;95.65;"Yes";"0-12 Months";2;"No";95.65
"6859-QNXIQ";"Female";"No";"Yes";"Yes";72;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";113.1;8248.5;"No";"49-72 Months";6;"No";114.5625
"6859-RKMZJ";"Male";"No";"Yes";"No";11;"Yes";"No";"DSL";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";55.05;608.15;"No";"0-12 Months";1;"No";55.286364
"6860-YRJZP";"Male";"Yes";"No";"No";9;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74.05;678.45;"No";"0-12 Months";0;"Yes";75.383333
"6861-OKBCE";"Female";"No";"No";"Yes";11;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Credit card (automatic)";20.1;221.35;"Yes";"0-12 Months";0;"No";20.122727
"6861-XWTWQ";"Male";"Yes";"Yes";"No";7;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";99.25;665.45;"Yes";"0-12 Months";3;"Yes";95.064286
"6862-CQUMB";"Male";"No";"No";"No";37;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";96.1;3646.8;"No";"25-48 Months";3;"No";98.562162
"6865-JZNKO";"Female";"No";"No";"No";30;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";55.3;1530.6;"No";"25-48 Months";2;"No";51.02
"6867-ACCZI";"Female";"No";"Yes";"Yes";24;"No";"No phone service";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Two year";"Yes";"Mailed check";52.5;1208.15;"No";"13-24 Months";5;"No";50.339583
"6869-FGJJC";"Male";"No";"No";"No";68;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"No";"No";"One year";"No";"Credit card (automatic)";79.6;5461.45;"No";"49-72 Months";2;"No";80.315441
"6870-ECSHE";"Female";"No";"No";"No";2;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";20.45;34.8;"No";"0-12 Months";0;"No";17.4
"6870-ZWMNX";"Male";"No";"Yes";"No";70;"Yes";"Yes";"DSL";"No";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"No";"Credit card (automatic)";76.1;5264.25;"No";"49-72 Months";4;"No";75.203571
"6872-HXFNF";"Female";"No";"Yes";"No";64;"Yes";"Yes";"DSL";"No";"No";"Yes";"Yes";"No";"No";"One year";"No";"Bank transfer (automatic)";58.35;3756.45;"No";"49-72 Months";2;"No";58.694531
"6873-UDNLD";"Male";"No";"No";"No";40;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";67.45;2731.0;"No";"25-48 Months";3;"No";68.275
"6874-SGLHU";"Male";"No";"No";"No";30;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";97.0;3021.3;"No";"25-48 Months";3;"No";100.71
"6876-ADESB";"Male";"No";"No";"Yes";1;"Yes";"No";"DSL";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"No";"Electronic check";48.95;48.95;"Yes";"0-12 Months";1;"No";48.95
"6877-LGWXO";"Male";"Yes";"Yes";"No";18;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"No";"Electronic check";78.55;1422.65;"Yes";"13-24 Months";1;"No";79.036111
"6877-TJMBR";"Male";"No";"Yes";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Electronic check";84.8;84.8;"Yes";"0-12 Months";2;"Yes";84.8
"6878-GGDWG";"Female";"No";"Yes";"No";32;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Bank transfer (automatic)";19.4;641.15;"No";"25-48 Months";0;"No";20.035938
"6885-PKOAM";"Female";"No";"Yes";"No";71;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Credit card (automatic)";85.75;6223.8;"No";"49-72 Months";6;"No";87.659155
"6888-SBYAI";"Male";"No";"No";"No";1;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";50.7;50.7;"No";"0-12 Months";1;"No";50.7
"6890-PFRQX";"Male";"No";"No";"No";18;"Yes";"Yes";"DSL";"Yes";"No";"Yes";"No";"Yes";"No";"Month-to-month";"No";"Mailed check";69.5;1199.4;"No";"13-24 Months";3;"No";66.633333
"6891-JPYFF";"Female";"No";"Yes";"Yes";48;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";105.25;4997.5;"No";"25-48 Months";4;"No";104.114583
"6892-BOGQE";"Female";"No";"Yes";"No";71;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Bank transfer (automatic)";20.9;1493.2;"No";"49-72 Months";0;"No";21.030986
"6892-EZDTG";"Female";"No";"Yes";"No";4;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";91.65;365.4;"Yes";"0-12 Months";2;"Yes";91.35
"6892-XPFPU";"Male";"Yes";"Yes";"No";24;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";104.25;2433.9;"Yes";"13-24 Months";4;"Yes";101.4125
"6893-ODYYE";"Male";"No";"No";"No";50;"Yes";"No";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"No";"No";"One year";"Yes";"Credit card (automatic)";90.1;4549.45;"No";"49-72 Months";4;"No";90.989
"6894-LFHLY";"Male";"Yes";"No";"No";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";75.75;75.75;"Yes";"0-12 Months";0;"Yes";75.75
"6896-SRVYQ";"Male";"Yes";"No";"No";44;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"No";"Electronic check";73.85;3122.4;"No";"25-48 Months";1;"No";70.963636
"6897-RWMUB";"Male";"No";"Yes";"Yes";61;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"No";"Two year";"Yes";"Bank transfer (automatic)";68.05;4158.25;"No";"49-72 Months";4;"No";68.168033
"6897-UUBNU";"Male";"No";"No";"No";29;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"No";"Month-to-month";"No";"Mailed check";89.65;2623.65;"No";"25-48 Months";3;"No";90.47069
"6898-MDLZW";"Male";"No";"No";"No";12;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Mailed check";53.75;648.65;"No";"0-12 Months";2;"No";54.054167
"6898-RBTLU";"Female";"No";"Yes";"Yes";49;"Yes";"Yes";"DSL";"No";"Yes";"No";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";79.3;3902.45;"No";"49-72 Months";4;"No";79.641837
"6899-PPEEA";"Female";"Yes";"No";"No";37;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";96.55;3580.3;"Yes";"25-48 Months";2;"Yes";96.764865
"6900-PXRMS";"Male";"Yes";"Yes";"Yes";26;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Electronic check";105.75;2710.25;"Yes";"25-48 Months";4;"No";104.240385
"6900-RBKER";"Male";"No";"No";"No";52;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"Yes";"Two year";"Yes";"Credit card (automatic)";89.45;4577.75;"No";"49-72 Months";2;"No";88.033654
"6901-GOGZG";"Male";"No";"No";"Yes";60;"Yes";"Yes";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Electronic check";84.95;4984.85;"No";"49-72 Months";5;"Yes";83.080833
"6904-JLBGY";"Female";"Yes";"No";"No";72;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";117.35;8436.25;"No";"49-72 Months";6;"No";117.170139
"6905-NIQIN";"Male";"No";"No";"No";1;"Yes";"No";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";50.65;50.65;"Yes";"0-12 Months";1;"No";50.65
"6906-ANDWJ";"Male";"No";"Yes";"Yes";15;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";74.9;1107.25;"Yes";"13-24 Months";0;"No";73.816667
"6906-MPARY";"Male";"No";"No";"No";40;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"No";"Yes";"One year";"Yes";"Credit card (automatic)";89.6;3488.15;"No";"25-48 Months";3;"No";87.20375
"6907-CQGPN";"Male";"No";"No";"No";29;"No";"No phone service";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"No";"Electronic check";34.3;1004.75;"No";"25-48 Months";2;"No";34.646552
"6907-FLBER";"Male";"No";"No";"No";1;"Yes";"Yes";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";54.3;54.3;"No";"0-12 Months";1;"No";54.3
"6907-NZZIJ";"Female";"No";"No";"No";36;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";99.15;3615.6;"Yes";"25-48 Months";3;"Yes";100.433333
"6908-VVYHM";"Male";"No";"Yes";"No";65;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";90.65;5931.0;"No";"49-72 Months";2;"Yes";91.246154
"6910-HADCM";"Female";"No";"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"No";"Electronic check";76.35;76.35;"Yes";"0-12 Months";1;"No";76.35
"6916-HIJSE";"Female";"No";"No";"No";65;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";84.85;5459.2;"No";"49-72 Months";6;"No";83.987692
"6917-FIJHC";"Female";"No";"Yes";"No";72;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Mailed check";26.0;1776.0;"No";"49-72 Months";0;"No";24.666667
"6917-IAYHD";"Male";"No";"No";"Yes";1;"No";"No phone service";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"No";"Mailed check";33.6;33.6;"No";"0-12 Months";2;"No";33.6
"6917-YACBP";"Female";"Yes";"No";"No";59;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";89.75;5496.9;"No";"49-72 Months";3;"Yes";93.167797
"6918-UMQCG";"Female";"No";"No";"No";5;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"No";"Electronic check";80.2;384.25;"No";"0-12 Months";1;"No";76.85
"6919-ELBGL";"Male";"Yes";"Yes";"Yes";72;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";114.95;8196.4;"No";"49-72 Months";6;"No";113.838889
"6921-OZMFH";"Male";"No";"Yes";"Yes";5;"Yes";"Yes";"DSL";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Mailed check";55.7;259.4;"No";"0-12 Months";1;"No";51.88
"6922-NCEDI";"Male";"No";"No";"Yes";56;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Mailed check";21.2;1238.65;"No";"49-72 Months";0;"No";22.11875
"6923-AQONU";"Male";"No";"Yes";"Yes";23;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20.9;454.0;"No";"13-24 Months";0;"No";19.73913
"6923-EFPNL";"Male";"No";"No";"No";4;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Credit card (automatic)";51.75;201.1;"Yes";"0-12 Months";0;"No";50.275
"6923-JHPMP";"Female";"No";"No";"No";2;"Yes";"No";"Fiber optic";"Yes";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";80.45;137.1;"No";"0-12 Months";2;"Yes";68.55
"6924-TDGMT";"Male";"No";"Yes";"No";11;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Mailed check";20.55;184.95;"No";"0-12 Months";0;"No";16.813636
"6925-BAYGL";"Female";"Yes";"Yes";"No";53;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";25.1;1275.6;"No";"49-72 Months";0;"No";24.067925
"6927-WTFIV";"Male";"Yes";"No";"No";20;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Credit card (automatic)";71.3;1389.2;"Yes";"13-24 Months";0;"No";69.46
"6928-ONTRW";"Female";"No";"Yes";"Yes";72;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";19.7;1379.8;"No";"49-72 Months";0;"No";19.163889
"6933-FHBZC";"Female";"No";"No";"No";26;"Yes";"No";"DSL";"No";"Yes";"Yes";"No";"No";"No";"One year";"Yes";"Mailed check";56.05;1553.2;"No";"25-48 Months";2;"No";59.738462
"6933-VLYFX";"Male";"No";"Yes";"Yes";31;"No";"No phone service";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"One year";"No";"Electronic check";59.95;1848.8;"No";"25-48 Months";5;"No";59.63871
"6937-GCDGQ";"Male";"No";"Yes";"Yes";19;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"One year";"Yes";"Bank transfer (automatic)";48.95;955.6;"No";"13-24 Months";1;"No";50.294737
"6941-KXRRV";"Female";"Yes";"Yes";"No";48;"Yes";"No";"DSL";"No";"Yes";"No";"No";"No";"Yes";"One year";"Yes";"Bank transfer (automatic)";58.95;2789.7;"No";"25-48 Months";2;"No";58.11875
"6941-PMGEP";"Female";"No";"No";"No";5;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";80.0;412.5;"Yes";"0-12 Months";1;"Yes";82.5
"6942-LBFDP";"Female";"No";"No";"No";2;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";20.55;33.6;"No";"0-12 Months";0;"No";16.8
"6946-LMSQS";"Male";"Yes";"Yes";"No";25;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"No";"No";"Yes";"One year";"Yes";"Electronic check";89.05;2177.45;"Yes";"25-48 Months";2;"Yes";87.098
"6950-TWMYB";"Male";"No";"Yes";"Yes";54;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"No";"No";"Two year";"Yes";"Bank transfer (automatic)";79.95;4362.05;"No";"49-72 Months";2;"No";80.778704
"6952-OMNWB";"Male";"Yes";"Yes";"No";68;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";80.35;5589.3;"No";"49-72 Months";1;"No";82.195588
"6953-PBDIN";"Male";"No";"Yes";"No";70;"Yes";"Yes";"DSL";"No";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"No";"Bank transfer (automatic)";72.95;5265.55;"No";"49-72 Months";4;"No";75.222143
"6954-OOYZZ";"Male";"No";"Yes";"No";18;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";44.35;768.05;"No";"13-24 Months";0;"No";42.669444
"6956-SMUCM";"Female";"No";"No";"No";3;"Yes";"No";"Fiber optic";"Yes";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";99.0;287.4;"Yes";"0-12 Months";4;"No";95.8
"6959-GQEGV";"Male";"No";"No";"No";45;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";75.95;3273.8;"No";"25-48 Months";4;"Yes";72.751111
